Price,Close,High,Low,Open,Volume,MA20,MA60,BB_Upper,BB_Lower,MACD,Signal,RSI
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS,,,,,,,
Date,,,,,,,,,,,,
2024-10-29,58846.73828125,58846.73828125,56575.807105966865,57266.96007235738,28369314,58836.86796875,67322.13209635417,62434.92538235494,55238.81055514506,-2247.17889608087,-2610.8250637212723,47.741921322033235
2024-10-30,58353.05859375,59044.21157201776,57859.37789498731,58353.05859375,19838511,58585.0908203125,66965.90950520833,61477.60528366887,55692.57635695613,-2057.126071464583,-2500.0852652699346,50.684920370826006
2024-10-31,58451.796875,60426.51974239865,57563.17158467061,57760.64387141047,35809196,58471.5443359375,66614.60533854166,61183.388309509675,55759.70036236532,-1876.9046955946833,-2375.4491513348844,49.650341524631024
2024-11-01,57563.171875,58846.74174528302,57365.69958726415,58254.324882075474,19083180,58323.440234375,66201.03450520833,60882.251030587,55764.62943816299,-1785.203849023179,-2257.4000908725434,46.710515185390996
2024-11-04,57958.1171875,58649.27020336456,57661.90875212947,57859.38104237649,15586947,58229.6408203125,65807.13763020834,60690.96567357055,55768.315967054456,-1661.5086440281448,-2138.2218015036638,41.7266129716271
2024-11-05,56872.01953125,57365.700256347656,56477.074951171875,57069.49182128906,17484474,58061.789453125,65452.4138671875,60403.99262295746,55719.586283292534,-1632.3021438151845,-2037.0378699659682,42.96294863578033
2024-11-06,56575.80859375,57266.96157831588,55588.447187227306,56872.017015706806,22092218,57913.68515625,65226.939713541666,60237.41422730341,55589.956085196594,-1614.4471868812107,-1952.5197333490166,41.176462032322014
2024-11-07,56575.80859375,57365.69771896815,56082.12789048866,56180.864031140925,17043102,57834.69609375,64983.46490885417,60230.098055761424,55439.29413173857,-1582.060001968479,-1878.427787072909,42.74808053725327
2024-11-08,56279.6015625,57563.17142269737,56279.6015625,57266.96299342105,13877396,57721.1494140625,64699.0521484375,60187.909557566345,55254.389270558655,-1562.2853040087211,-1815.1992904600716,42.4242369748559
2024-11-11,54304.87890625,56082.12948863636,54304.87890625,55983.39334517045,29811326,57508.8666015625,64403.000651041664,60373.7187700659,54644.0144330591,-1686.5162191655036,-1789.462676201158,40.287753403018414
2024-11-12,52330.15625,53909.93455188679,52330.15625,53909.93455188679,37962881,57113.9220703125,64052.76380208333,60525.5147460717,53702.32939455331,-1922.1563079588304,-1816.0014025526925,28.9655219456029
2024-11-13,49960.48828125,52330.15570960969,49861.75213840168,51342.79428112649,52527995,56674.54609375,63649.94095052083,61261.14982673317,52087.942360766836,-2273.903038190525,-1907.581729680259,29.166659798176283
2024-11-14,49269.3359375,51145.32267660321,49269.3359375,49565.544369989984,48510715,56190.7390625,63225.780533854166,61714.35463967244,50667.12348532755,-2578.709318207497,-2041.807247385707,29.16666781141538
2024-11-15,52823.8359375,53514.98893107476,49664.279395443926,49664.279395443926,46774485,55909.341015625,62842.8611328125,61520.683288046974,50297.99874320303,-2504.5807989249734,-2134.3619576935603,35.443033854248185
2024-11-18,55983.390625,56773.279734347445,55193.50151565256,56279.59904100529,48095234,55795.7943359375,62463.5083984375,61298.1899887252,50293.3986831498,-2165.9164192999233,-2140.672850014833,41.71428674775551
2024-11-19,55588.44921875,56773.28294987788,55193.50464170737,55785.92150727131,31539632,55726.67890625,62108.665234375,61201.5903757208,50251.767436779206,-1907.4035683053735,-2094.018993672941,41.954029260803864
2024-11-20,54601.08984375,55785.92361974457,54107.40910375226,55390.97902774638,20864667,55539.08046875,61727.5474609375,60890.81075643782,50187.350181062175,-1761.8919278588583,-2027.5935805101249,39.3442651303434
2024-11-21,55687.18359375,56180.86429936835,54008.669194647606,54206.14147689495,19096850,55529.206640625,61374.349869791666,60878.980673399856,50179.43260785015,-1541.1685836018078,-1930.3085811284616,44.86485758235263
2024-11-22,55292.2421875,55983.39521484375,55193.50604073661,55292.2421875,15281543,55534.1435546875,61014.569921875,60882.795304567364,50185.491804807636,-1382.179311151398,-1820.682727133049,42.70269923483899
